latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
37.9904,-8.8151,308.2,1.2,1.1,2007-01-04,0249,Aqua,MODIS,59,6.2,270.6,17.4,N,0
38.268,-8.671,302.3,1.6,1.2,2007-01-18,1406,Aqua,MODIS,51,6.2,291.2,7.8,D,0
32.7149,-17.1107,316.4,1.2,1.1,2007-01-20,0251,Aqua,MODIS,91,6.2,282.7,21.5,N,0
32.7148,-17.1037,308.7,1.2,1.1,2007-01-20,0251,Aqua,MODIS,62,6.2,283.4,15.4,N,0
32.7163,-17.1168,306.6,1.2,1.1,2007-01-20,0251,Aqua,MODIS,47,6.2,282.1,13.5,N,0
38.2691,-8.6692,300.1,1.1,1.1,2007-01-21,1119,Terra,MODIS,28,6.2,287.3,5.4,D,0
40.4834,-8.281,351.6,1.1,1,2007-01-26,2242,Terra,MODIS,100,6.2,277.2,78.2,N,0
40.4849,-8.2685,317.7,1.1,1,2007-01-26,2242,Terra,MODIS,96,6.2,274.7,22.8,N,0
41.5628,-8.0878,303.4,1,1,2007-01-28,1125,Terra,MODIS,56,6.2,277.2,9.5,D,0
41.8982,-8.2336,304.3,1,1,2007-01-28,2231,Terra,MODIS,60,6.2,275.2,10.7,N,0
41.7522,-8.3218,300.1,1.1,1.1,2007-02-02,1143,Terra,MODIS,26,6.2,283.1,7.2,D,0
37.9879,-8.819,303.7,2,1.4,2007-02-17,1101,Terra,MODIS,54,6.2,283.9,18.5,D,0
41.4982,-7.4009,307.1,1.1,1.1,2007-02-18,1324,Aqua,MODIS,65,6.2,285.9,10.7,D,0
39.4749,-7.8903,312.8,1,1,2007-03-08,1132,Terra,MODIS,73,6.2,289.7,11.1,D,0
38.2896,-8.3681,300.6,1,1,2007-03-08,1132,Terra,MODIS,39,6.2,289.2,3.6,D,0
38.0093,-8.2317,302.2,1,1,2007-03-08,1132,Terra,MODIS,51,6.2,291.1,4,D,0
39.4838,-7.888,306.5,1,1,2007-03-08,1132,Terra,MODIS,64,6.2,289.5,6.4,D,0
37.8624,-8.5384,302,1,1,2007-03-08,1132,Terra,MODIS,50,6.2,291,3.8,D,0
40.4633,-7.492,301.9,1.1,1,2007-03-10,1119,Terra,MODIS,49,6.2,290,5.5,D,0
37.8286,-8.5066,304.9,1.1,1,2007-03-10,1120,Terra,MODIS,55,6.2,292.1,5.5,D,0
32.6712,-16.971,315.6,1.2,1.1,2007-03-10,1436,Aqua,MODIS,43,6.2,301.4,11.2,D,0
32.672,-16.9656,313.7,1.2,1.1,2007-03-10,1436,Aqua,MODIS,35,6.2,299.5,7.7,D,0
41.9975,-8.2373,313.9,1.9,1.3,2007-03-11,1201,Terra,MODIS,74,6.2,289.9,29.1,D,0
42.0574,-8.2506,324.8,1.9,1.3,2007-03-11,1201,Terra,MODIS,83,6.2,293.4,54.9,D,0
42.0023,-8.2594,336.8,1.9,1.3,2007-03-11,1201,Terra,MODIS,90,6.2,291.4,93.6,D,0
42.0138,-8.2551,313.3,1.9,1.3,2007-03-11,1201,Terra,MODIS,73,6.2,289,28,D,0
42.0518,-8.2573,327.3,1.9,1.3,2007-03-11,1201,Terra,MODIS,85,6.2,293.6,62.9,D,0
41.7528,-8.1821,311.3,1.9,1.3,2007-03-11,1202,Terra,MODIS,67,6.2,290.5,26.4,D,0
41.757,-8.1748,314.3,1.9,1.3,2007-03-11,1202,Terra,MODIS,70,6.2,290.1,31,D,0
40.8877,-7.9086,306.6,1,1,2007-03-11,1342,Aqua,MODIS,61,6.2,295,5,D,0
40.334,-6.9298,318.3,1.1,1,2007-03-11,1342,Aqua,MODIS,77,6.2,292.5,15.8,D,0
40.3355,-6.9176,310.1,1.1,1,2007-03-11,1342,Aqua,MODIS,68,6.2,292.1,8.4,D,0
40.3282,-6.9229,343.9,1.1,1,2007-03-11,1342,Aqua,MODIS,93,6.2,292.7,51.8,D,0
39.6921,-7.4229,307,1,1,2007-03-11,1342,Aqua,MODIS,58,6.2,296.2,4.8,D,0
40.8787,-7.9066,303.1,1,1,2007-03-11,1342,Aqua,MODIS,26,6.2,292.9,2.8,D,0
41.7535,-8.1782,328.7,1,1,2007-03-11,1343,Aqua,MODIS,85,6.2,296.9,26.1,D,0
42.0107,-8.2468,309.6,1,1,2007-03-11,1343,Aqua,MODIS,59,6.2,293.1,7.1,D,0
42.0091,-8.2589,338,1,1,2007-03-11,1343,Aqua,MODIS,91,6.2,292.5,39.1,D,0
42.0002,-8.2565,311.4,1,1,2007-03-11,1343,Aqua,MODIS,67,6.2,296,8.5,D,0
42.0467,-8.2546,324,1,1,2007-03-11,1343,Aqua,MODIS,82,6.2,297.3,19.5,D,0
42.0556,-8.2568,316.5,1,1,2007-03-11,1343,Aqua,MODIS,69,6.2,295.9,11.6,D,0
41.9276,-6.8942,312,1.1,1,2007-03-11,1343,Aqua,MODIS,69,6.2,294,10.3,D,0
41.7519,-8.19,307.7,1,1,2007-03-11,1343,Aqua,MODIS,55,6.2,296,5.7,D,0
41.4429,-7.6741,303.2,1.4,1.2,2007-03-13,1149,Terra,MODIS,55,6.2,289.5,8.2,D,0
38.1785,-8.7133,304.3,1.4,1.2,2007-03-13,1150,Terra,MODIS,48,6.2,288.5,7.9,D,0
38.1816,-8.7292,304.8,1.4,1.2,2007-03-13,1150,Terra,MODIS,55,6.2,289.7,7.7,D,0
40.564,-7.8368,306.8,1.1,1,2007-03-13,1330,Aqua,MODIS,41,6.2,294.8,5.7,D,0
41.8199,-8.0142,300.1,2.4,1.5,2007-03-14,1054,Terra,MODIS,24,6.2,288.4,13.5,D,0
38.8829,-8.3106,308,2.4,1.5,2007-03-14,1055,Terra,MODIS,66,6.2,290.6,25.6,D,0
41.8127,-8.0308,302.8,2.3,1.5,2007-03-14,1413,Aqua,MODIS,53,6.2,287,14.9,D,0
41.3099,-7.8217,306.1,1.5,1.2,2007-03-15,0212,Aqua,MODIS,67,6.2,277.1,21.9,N,0
41.3101,-7.8157,302.7,1.5,1.2,2007-03-15,0212,Aqua,MODIS,50,6.2,277.2,16.8,N,0
41.8676,-7.7469,304.2,1,1,2007-03-15,1137,Terra,MODIS,58,6.2,290.8,5.3,D,0
41.3051,-7.8227,325.4,1.1,1,2007-03-15,1137,Terra,MODIS,84,6.2,292.2,24.4,D,0
